2024-04-18 11:10:03.860  INFO 13952 --- [main] c.example.demo.SareetaApplicationTests   : Starting SareetaApplicationTests on DESKTOP-294JVIF with PID 13952 (started by X1 Extreme in D:\nd035-c4-Security-and-DevOps-master\starter_code)
2024-04-18 11:10:03.868  INFO 13952 --- [main] c.example.demo.SareetaApplicationTests   : No active profile set, falling back to default profiles: default
2024-04-18 11:10:04.673  INFO 13952 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data repositories in DEFAULT mode.
2024-04-18 11:10:04.765  INFO 13952 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 84ms. Found 4 repository interfaces.
2024-04-18 11:10:05.489  INFO 13952 --- [main] trationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$ac272d1a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-04-18 11:10:05.748  INFO 13952 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2024-04-18 11:10:05.903  INFO 13952 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2024-04-18 11:10:06.008  INFO 13952 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2024-04-18 11:10:06.104  INFO 13952 --- [main] org.hibernate.Version                    : HHH000412: Hibernate Core {5.3.10.Final}
2024-04-18 11:10:06.106  INFO 13952 --- [main] org.hibernate.cfg.Environment            : HHH000206: hibernate.properties not found
2024-04-18 11:10:06.263  INFO 13952 --- [main] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2024-04-18 11:10:06.437  INFO 13952 --- [main] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-04-18 11:10:07.094  INFO 13952 --- [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-04-18 11:10:08.519  WARN 13952 --- [main] aWebConfiguration$JpaWebMvcConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-04-18 11:10:08.714  INFO 13952 --- [main] o.s.s.web.DefaultSecurityFilterChain     : Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@42e4431, org.springframework.security.web.context.SecurityContextPersistenceFilter@becb93a, org.springframework.security.web.header.HeaderWriterFilter@39840986, org.springframework.web.filter.CorsFilter@5e198c40, org.springframework.security.web.authentication.logout.LogoutFilter@6108fd23, com.example.demo.security.JWTAuthenticationFilter@dcdb883, com.example.demo.security.JWTAuthenticationVerficationFilter@39420d59, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4c78e00c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@40a84ea8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4fbbd98c, org.springframework.security.web.session.SessionManagementFilter@723b8eff, org.springframework.security.web.access.ExceptionTranslationFilter@55665086, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4ac0d49]
2024-04-18 11:10:09.210  INFO 13952 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2024-04-18 11:10:09.481  INFO 13952 --- [main] o.s.b.t.m.w.SpringBootMockServletContext : Initializing Spring TestDispatcherServlet ''
2024-04-18 11:10:09.482  INFO 13952 --- [main] o.s.t.web.servlet.TestDispatcherServlet  : Initializing Servlet ''
